"gene","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"1110059E24Rik",1062.62076390752,0.0533442266539894,0.0516733032734006,1.03233629891529,0.301914602061271,0.52004246326231,FALSE
"1110059G10Rik",536.285100998636,0.0710217900077528,0.050832779376412,1.39716519299177,0.162363901016971,0.355681299316972,FALSE
"1110065P20Rik",679.216067959267,0.0817765785896995,0.0700807280633055,1.16689111043237,0.243254346328813,0.454586470420963,FALSE
"1190002N15Rik",8227.66467546341,0.0685099101271846,0.0424329231888795,1.61454608776845,0.106409028545278,0.271143210440451,FALSE
"1190005I06Rik",137.410481956379,0.579298594929606,0.141484576745627,4.09442928872111,4.23209545642677e-05,0.00180030487618334,FALSE
"1190007I07Rik",217.208529566414,0.0697677491731427,0.0748271200234264,0.932385866933009,0.351137146061998,0.570194610064452,FALSE
"1200014J11Rik",1174.43666440248,0.0386374199391383,0.0408202477252009,0.946525856463262,0.343880440611875,0.563509066896017,FALSE
"1300002E11Rik",608.158607320005,-0.316904014025467,0.0957563859996253,-3.30948177207427,0.000934688519169618,0.0130484171592042,FALSE
"1500002F19Rik",23.9557423103106,0.193050086558368,0.261604873851699,0.737945297868594,0.460547690976214,0.664038981657379,FALSE
"1500004A13Rik",760.561516547284,-0.468677404574888,0.137509550244065,-3.40832621256513,0.00065362704820405,0.0104591378043133,FALSE
"1500009C09Rik",3273.51732067836,0.019058949057454,0.0980488104772798,0.194382256803313,0.845876581971348,0.923067025809513,FALSE
"1500009L16Rik",272.342536259014,-0.094721939933862,0.0640101820943055,-1.47979488316889,0.138927994629268,0.32146521676226,FALSE
"1500011B03Rik",2320.11675623926,0.217135383225304,0.0662135471166123,3.27931960574314,0.00104057714005261,0.0139307816557255,FALSE
"1500011K16Rik",647.28864055384,-0.14910152349457,0.0762615999855231,-1.95513238016084,0.050567447265025,0.168844321892901,FALSE
"1500012F01Rik",694.726186316689,0.614744867449181,0.119072861893674,5.16276217496239,2.4333221509556e-07,5.29457336983787e-05,FALSE
"1500012K07Rik",11.8424647219915,0.101709312580844,0.239077288837452,0.42542440177158,0.670527320659247,0.815596987251119,FALSE
"1500015A07Rik",255.491209923525,0.395236756053791,0.0967102533745777,4.08681336531052,4.37338650763422e-05,0.00183506320067954,FALSE
"1500015L24Rik",15.1116042293576,-0.140444153883436,0.231689782115591,-0.606173274457861,0.544399697678105,0.729049872454195,FALSE
"1500015O10Rik",978.000454426153,-0.199766298601375,0.289810825709436,-0.689298952557628,0.490635156975342,0.688540553157626,FALSE
"1500017E21Rik",13.222547533567,-0.301059236475386,0.219106522064906,-1.37403137815406,0.169431941253625,0.364927369203678,FALSE
"1500026H17Rik",128.503287017597,0.0908185186389857,0.0928999222370511,0.97759520623974,0.328274569215766,0.547944413654392,FALSE
"1500035N22Rik",18.8351504010268,-0.224199058608454,0.18626040522435,-1.20368608850822,0.228710931184972,0.437734003182754,FALSE
"1520401A03Rik",26.0280449864532,0.521931011990442,0.208767356155216,2.50006045773935,0.0124172113688715,0.0692977037773398,FALSE
"1600002H07Rik",551.895185288684,0.0618376558562599,0.06185421925298,0.999732218805441,0.317440115633172,0.536482580924556,FALSE
"1600002K03Rik",131.228537926989,0.0748178071195012,0.117883403943131,0.634676337948252,0.525639529112984,0.715435270752034,FALSE
"1600012H06Rik",999.78042156743,-0.0399991867121428,0.045281074264923,-0.883353307346955,0.377045410305472,0.593601930895092,FALSE
"1600014C10Rik",1529.45849076031,0.0645558816017182,0.0364480158110275,1.77117684365651,0.0765312986972758,0.219007934140504,FALSE
"1600020E01Rik",237.949011235343,0.170287403145689,0.0623525376500566,2.73104206442085,0.00631344128967044,0.0453217457768151,FALSE
"1600023N17Rik",23.4048421295382,0.185982172949486,0.181111594850032,1.02689269068326,0.304470996482611,0.523110906100546,FALSE
"1700001C02Rik",17.3902048590897,-0.215913005058105,0.254449409367293,-0.848549837843951,0.396131829395271,0.611196962299493,FALSE
"1700001G11Rik",10.2094724417027,-0.420344119787811,0.260002851781018,-1.61669042054138,0.105945122749312,0.270361441580545,FALSE
"1700001G17Rik",15.4197659844761,0.391698542875063,0.209054093827779,1.87367076005576,0.0609758184787985,0.190379720238109,FALSE
"1700001J03Rik",16.4246204485986,0.00298714777763698,0.213264744096907,0.0140067585492688,0.988824589023821,0.994974191794022,FALSE
"1700001L05Rik",39.1836490418781,0.0843312572099512,0.165333634266381,0.510067159559798,0.61000441170411,0.776580809190417,FALSE
"1700001L19Rik",37.2204848693792,0.395396295297259,0.252809108203027,1.5640112735959,0.117814920920965,0.289265428409062,FALSE
"1700001O22Rik",49.6805253940136,0.124526322276084,0.138659635942513,0.898071896912464,0.369147220430122,0.587025947811006,FALSE
